0.000000 15
0.062500 18
0.125000 27
0.187500 18
0.250000 24
0.312500 9
0.375000 27
0.437500 18
0.500000 12
0.562500 33
0.625000 27
0.687500 12
0.750000 -3
0.812500 18
0.875000 30
0.937500 15
1.000000 0
1.062500 6
1.125000 9
1.187500 3
1.250000 3
1.312500 -3
1.375000 18
1.437500 9
1.500000 -3
1.562500 9
1.625000 0
1.687500 -9
1.750000 -3
1.812500 -3
1.875000 -6
1.937500 0
2.000000 0
2.062500 3
2.125000 0
2.187500 18
2.250000 18
2.312500 3
2.375000 12
2.437500 -3
2.500000 21
2.562500 0
2.625000 6
2.687500 33
2.750000 -3
2.812500 12
2.875000 12
2.937500 15
3.000000 15
3.062500 -3
3.125000 6
3.187500 12
3.250000 6
3.312500 -3
3.375000 6
3.437500 6
3.500000 15
3.562500 18
3.625000 3
3.687500 6
3.750000 3
3.812500 3
3.875000 6
3.937500 0
4.000000 6
4.062500 6
4.125000 -3
4.187500 3
4.250000 12
4.312500 0
4.375000 3
4.437500 9
4.500000 27
4.562500 24
4.625000 12
4.687500 21
4.750000 6
4.812500 12
4.875000 6
4.937500 9
5.000000 18
5.062500 0
5.125000 3
5.187500 6
5.250000 6
5.312500 3
5.375000 12
5.437500 -3
5.500000 0
5.562500 12
5.625000 3
5.687500 12
5.750000 0
5.812500 6
5.875000 12
5.937500 0
6.000000 9
6.062500 6
6.125000 3
6.187500 3
6.250000 9
6.312500 12
6.375000 6
6.437500 6
6.500000 -3
6.562500 -6
6.625000 12
6.687500 0
6.750000 0
6.812500 3
6.875000 -9
6.937500 -3
7.000000 -9
7.062500 -3
7.125000 3
7.187500 -3
7.250000 0
7.312500 9
7.375000 6
7.437500 -3
7.500000 15
7.562500 12
7.625000 3
7.687500 12
7.750000 0
7.812500 6
7.875000 21
7.937500 12
8.000000 9
8.062500 6
8.125000 18
8.187500 30
8.250000 15
8.312500 9
8.375000 15
8.437500 0
8.500000 0
8.562500 15
8.625000 -6
8.687500 15
8.750000 15
8.812500 -9
8.875000 3
8.937500 0
9.000000 3
9.062500 6
9.125000 9
9.187500 3
9.250000 0
9.312500 3
9.375000 0
9.437500 6
9.500000 6
9.562500 6
9.625000 15
9.687500 15
9.750000 9
9.812500 6
9.875000 9
9.937500 3
10.000000 9
10.062500 12
10.125000 -3
10.187500 -6
10.250000 9
10.312500 0
10.375000 0
10.437500 3
10.500000 -3
10.562500 9
10.625000 6
10.687500 3
10.750000 0
10.812500 3
10.875000 0
10.937500 -12
11.000000 -6
11.062500 3
11.125000 6
11.187500 -6
11.250000 -6
11.312500 6
11.375000 0
11.437500 12
11.500000 15
11.562500 3
11.625000 6
11.687500 0
11.750000 0
11.812500 9
11.875000 0
11.937500 -6
12.000000 6
12.062500 3
12.125000 12
12.187500 12
12.250000 -3
12.312500 6
12.375000 18
12.437500 9
12.500000 3
12.562500 15
12.625000 15
12.687500 12
12.750000 21
12.812500 9
12.875000 -3
12.937500 12
13.000000 21
13.062500 0
13.125000 3
13.187500 21
13.250000 9
13.312500 3
13.375000 3
13.437500 0
13.500000 0
13.562500 9
13.625000 3
13.687500 12
13.750000 3
13.812500 3
13.875000 18
13.937500 9
14.000000 3
14.062500 -3
14.125000 24
14.187500 9
14.250000 -3
14.312500 9
14.375000 6
14.437500 9
14.500000 12
14.562500 -3
14.625000 -15
14.687500 -3
14.750000 0
14.812500 6
14.875000 -3
14.937500 0
15.000000 36
15.062500 12
15.125000 -3
15.187500 9
15.250000 27
15.312500 15
15.375000 3
15.437500 6
15.500000 -3
15.562500 15
15.625000 6
15.687500 15
15.750000 12
15.812500 0
15.875000 9
15.937500 -6
16.000000 -6
16.062500 12
16.125000 9
16.187500 6
16.250000 9
16.312500 15
16.375000 21
16.437500 6
16.500000 9
16.562500 24
16.625000 -3
16.687500 3
16.750000 9
16.812500 -3
16.875000 3
16.937500 -9
17.000000 3
17.062500 6
17.125000 -3
17.187500 6
17.250000 3
17.312500 0
17.375000 12
17.437500 12
17.500000 -6
17.562500 0
17.625000 3
17.687500 -6
17.750000 0
17.812500 9
17.875000 15
17.937500 9
18.000000 9
18.062500 12
18.125000 6
18.187500 -3
18.250000 0
18.312500 21
18.375000 12
18.437500 -3
18.500000 -6
18.562500 -3
18.625000 0
18.687500 9
18.750000 12
18.812500 9
18.875000 21
18.937500 27
19.000000 12
19.062500 -6
19.125000 -6
19.187500 -3
19.250000 0
19.312500 -9
19.375000 6
19.437500 3
19.500000 -15
19.562500 -3
19.625000 -3
19.687500 -6
19.750000 0
19.812500 0
19.875000 0
19.937500 -9
20.000000 -12
20.062500 15
20.125000 -6
20.187500 -9
20.250000 24
20.312500 0
20.375000 -6
20.437500 0
20.500000 -6
20.562500 -6
20.625000 -3
20.687500 0
20.750000 -9
20.812500 -9
20.875000 3
20.937500 -6
21.000000 -9
21.062500 -3
21.125000 3
21.187500 9
21.250000 -9
21.312500 -3
21.375000 3
21.437500 0
21.500000 3
21.562500 12
21.625000 6
21.687500 9
21.750000 33
21.812500 0
21.875000 -9
21.937500 6
22.000000 0
22.062500 0
22.125000 -3
22.187500 6
22.250000 9
22.312500 0
22.375000 6
22.437500 3
22.500000 6
22.562500 6
22.625000 -6
22.687500 9
22.750000 3
22.812500 0
22.875000 9
22.937500 0
23.000000 6
23.062500 0
23.125000 12
23.187500 21
23.250000 24
23.312500 21
23.375000 -3
23.437500 15
23.500000 3
23.562500 -9
23.625000 -6
23.687500 3
23.750000 9
23.812500 -3
23.875000 6
23.937500 0
24.000000 0
24.062500 9
24.125000 15
24.187500 21
24.250000 6
24.312500 18
24.375000 18
24.437500 3
24.500000 18
24.562500 18
24.625000 15
24.687500 21
24.750000 36
24.812500 33
24.875000 18
24.937500 30
25.000000 27
25.062500 21
25.125000 21
25.187500 15
25.250000 15
25.312500 12
25.375000 21
25.437500 15
25.500000 24
25.562500 12
25.625000 0
25.687500 18
25.750000 21
25.812500 21
25.875000 12
25.937500 21
26.000000 12
26.062500 6
26.125000 27
26.187500 12
26.250000 9
26.312500 18
26.375000 0
26.437500 9
26.500000 9
26.562500 18
26.625000 18
26.687500 -3
26.750000 27
26.812500 18
26.875000 3
26.937500 9
27.000000 21
27.062500 21
27.125000 18
27.187500 30
27.250000 9
27.312500 27
27.375000 15
27.437500 -9
27.500000 18
27.562500 12
27.625000 3
27.687500 -6
27.750000 0
27.812500 3
27.875000 -6
27.937500 -3
28.000000 0
28.062500 21
28.125000 21
28.187500 0
28.250000 6
28.312500 18
28.375000 18
28.437500 15
28.500000 30
28.562500 18
28.625000 12
28.687500 36
28.750000 0
28.812500 6
28.875000 24
28.937500 6
29.000000 12
29.062500 21
29.125000 36
29.187500 18
29.250000 27
29.312500 24
29.375000 9
29.437500 36
29.500000 15
29.562500 21
29.625000 33
29.687500 21
29.750000 24
29.812500 24
29.875000 42
29.937500 21
30.000000 18
30.062500 42
30.125000 33
30.187500 33
30.250000 36
30.312500 45
30.375000 45
30.437500 42
30.500000 45
30.562500 36
30.625000 57
30.687500 63
30.750000 48
30.812500 30
30.875000 45
30.937500 39
31.000000 24
31.062500 39
31.125000 27
31.187500 18
31.250000 21
31.312500 21
31.375000 27
31.437500 24
31.500000 21
31.562500 24
31.625000 27
31.687500 39
31.750000 42
31.812500 39
31.875000 18
31.937500 24
32.000000 33
32.062500 15
32.125000 24
32.187500 21
32.250000 33
32.312500 27
32.375000 -3
32.437500 24
32.500000 39
32.562500 0
32.625000 15
32.687500 24
32.750000 6
32.812500 15
32.875000 3
32.937500 18
33.000000 27
33.062500 27
33.125000 18
33.187500 21
33.250000 39
33.312500 18
33.375000 27
